pTrdSymbol;pSymbol;pSymbolName;pGroup;pExSeg;pInstType
777RJ33-SG;14642;777RJ33;SG;;
772GJ34-SG;14643;772GJ34;SG;;
CENTUM-BL;14986;CENTUM;BL;;
TVSSRICHAK-EQ;14245;TVSSRICHAK;EQ;;
REDINGTON-EQ;14255;REDINGTON;EQ;;
76GJ35-SG;14107;76GJ35;SG;;
NETWORK18-BL;14115;NETWORK18;BL;;
759HP38-SG;14276;759HP38;SG;;
759MP38-SG;14277;759MP38;SG;;
ORIENTBELL-EQ;14278;ORIENTBELL;EQ;;
ORIENTBELL-BL;14281;ORIENTBELL;BL;;
PFC-BL;14301;PFC;BL;;
FSL-EQ;14304;FSL;EQ;;
OSWALSEEDS-EQ;14305;OSWALSEEDS;EQ;;
INDIANB-BL;14311;INDIANB;BL;;
SOTAC-SM;14993;SOTAC;SM;;
746TS48A-SG;15333;746TS48A;SG;;
GOLDADD-EQ;15356;GOLDADD;EQ;;
PSUBNKIETF-BL;14588;PSUBNKIETF;BL;;
SGBMAR31IV-GB;14598;SGBMAR31IV;GB;;
GSLSU-BL;14608;GSLSU;BL;;
IFCI-EQ;1491;IFCI;EQ;;
TAKE-BE;14920;TAKE;BE;;
PURVA-BL;14925;PURVA;BL;;
CIEINDIA-BL;14940;CIEINDIA;BL;;
GOLDBETA-EQ;14535;GOLDBETA;EQ;;
DISHTV-EQ;14537;DISHTV;EQ;;
IGPL-BL;14089;IGPL;BL;;
SIYSIL-EQ;14096;SIYSIL;EQ;;
662AS30-SG;1425;662AS30;SG;;
PGIL-BL;14262;PGIL;BL;;
AGARWALFT-SM;14263;AGARWALFT;SM;;
F13DG-MF;14946;F13DG;MF;;
77AP32-SG;14958;77AP32;SG;;
MAGNUM-BL;14960;MAGNUM;BL;;
KSCL-EQ;14972;KSCL;EQ;;
773BR33-SG;14534;773BR33;SG;;
655GA30A-SG;1454;655GA30A;SG;;
766MH33-SG;14549;766MH33;SG;;
USK-BE;14872;USK;BE;;
AKI-EQ;14890;AKI;EQ;;
GOKULAGRO-BL;14483;GOKULAGRO;BL;;
GARFIBRES-BL;14500;GARFIBRES;BL;;
965IFSL26-N6;14045;965IFSL26;N6;;
SARLAPOLY-BL;14046;SARLAPOLY;BL;;
10IFSL26-N7;14049;10IFSL26;N7;;
WANBURY-BE;14067;WANBURY;BE;;
SAGCEM-BL;14071;SAGCEM;BL;;
PURVA-EQ;14922;PURVA;EQ;;
LAL-EQ;14924;LAL;EQ;;
1025SFIL26-NT;15231;1025SFIL26;NT;;
AMBIKCO-EQ;15234;AMBIKCO;EQ;;
98SFIL26-NU;15235;98SFIL26;NU;;
1003SFIL28-NX;15249;1003SFIL28;NX;;
741AP30-SG;15262;741AP30;SG;;
DIVGIITTS-BL;14486;DIVGIITTS;BL;;
593CG26-SG;1449;593CG26;SG;;
BALAMINES-BL;14504;BALAMINES;BL;;
789WB40-SG;14844;789WB40;SG;;
776KL58-SG;14861;776KL58;SG;;
HCG-EQ;15555;HCG;EQ;;
NAHARPOLY-EQ;14445;NAHARPOLY;EQ;;
EMBDL-BL;14454;EMBDL;BL;;
671TS40-SG;1446;671TS40;SG;;
RGL-EQ;15129;RGL;EQ;;
RGL-BL;15131;RGL;BL;;
JYOTHYLAB-EQ;15146;JYOTHYLAB;EQ;;
ZEEMEDIA-BE;14006;ZEEMEDIA;BE;;
AVTNPL-EQ;14008;AVTNPL;EQ;;
VEEDOL-EQ;14019;VEEDOL;EQ;;
785WB42-SG;14849;785WB42;SG;;
ALPA-BL;14851;ALPA;BL;;
KIRLPNU-BL;15185;KIRLPNU;BL;;
PPAP-BL;15212;PPAP;BL;;
DVL-EQ;15214;DVL;EQ;;
GOLDBEES-BL;14429;GOLDBEES;BL;;
JKTYRE-EQ;14435;JKTYRE;EQ;;
JKTYRE-BL;14439;JKTYRE;BL;;
779WB42-SG;14447;779WB42;SG;;
SPARC-EQ;14788;SPARC;EQ;;
LOWVOL-BL;14790;LOWVOL;BL;;
ABSLFTUJDN-MF;14795;ABSLFTUJDN;MF;;
IRBIT-IV;14806;IRBIT;IV;;
ADSL-BL;14815;ADSL;BL;;
776UK33-SG;14820;776UK33;SG;;
GOLDBEES-EQ;14428;GOLDBEES;EQ;;
761RJ43-SG;15105;761RJ43;SG;;
759RJ48-SG;15109;759RJ48;SG;;
735IRFC31-NM;15112;735IRFC31;NM;;
SVLL-EQ;15121;SVLL;EQ;;
769AS33-SG;13959;769AS33;SG;;
JASH-BL;13984;JASH;BL;;
ABSLBANETF-EQ;13987;ABSLBANETF;EQ;;
77PN40-SG;13992;77PN40;SG;;
781UP34A-SG;14830;781UP34A;SG;;
JYOTHYLAB-BL;15149;JYOTHYLAB;BL;;
MADHAV-BL;15154;MADHAV;BL;;
KIRLPNU-EQ;15180;KIRLPNU;EQ;;
769RJ39-SG;14380;769RJ39;SG;;
UTIDPP36P1-MF;14395;UTIDPP36P1;MF;;
IDBI-EQ;1476;IDBI;EQ;;
769TN43-SG;14349;769TN43;SG;;
772MH31-SG;14367;772MH31;SG;;
774AP32-SG;14373;774AP32;SG;;
PUNJABCHEM-BL;14377;PUNJABCHEM;BL;;
MOS-SM;15051;MOS;SM;;
BLAL-EQ;15067;BLAL;EQ;;
RELIGARE-EQ;15068;RELIGARE;EQ;;
MOGSEC-EQ;1507;MOGSEC;EQ;;
BVCL-BL;15076;BVCL;BL;;
756RJ33-SG;15095;756RJ33;SG;;
HDFCSML250-EQ;14233;HDFCSML250;EQ;;
MHHL-SM;1426;MHHL;SM;;
NELCAST-EQ;14761;NELCAST;EQ;;
EDELWEISS-BL;15122;EDELWEISS;BL;;
ORIENTALTL-BL;14348;ORIENTALTL;BL;;
758KL49-SG;14355;758KL49;SG;;
IDEA-EQ;14366;IDEA;EQ;;
771GJ33-SG;14374;771GJ33;SG;;
ATAM-EQ;15404;ATAM;EQ;;
ACL-EQ;15420;ACL;EQ;;
VIAZ-SM;14316;VIAZ;SM;;
HSCL-BL;14337;HSCL;BL;;
SHIVAMILLS-BL;1502;SHIVAMILLS;BL;;
622KL27-SG;1361;622KL27;SG;;
UTIDGR35P3-MF;13939;UTIDGR35P3;MF;;
UTIDMP35P3-MF;13942;UTIDMP35P3;MF;;
UTIDQP35P3-MF;13943;UTIDQP35P3;MF;;
UTIRGR35P3-MF;13948;UTIRGR35P3;MF;;
NINSYS-EQ;14194;NINSYS;EQ;;
NINSYS-BL;14199;NINSYS;BL;;
HFMPM23DND-MF;14731;HFMPM23DND;MF;;
ENERGYDEV-EQ;15049;ENERGYDEV;EQ;;
717GS2030-GS;15050;717GS2030;GS;;
CUBEINVIT-IV;15078;CUBEINVIT;IV;;
SILVERBETA-EQ;15085;SILVERBETA;EQ;;
668AP35A-SG;1432;668AP35A;SG;;
TFL-BL;14321;TFL;BL;;
774TS48-SG;14660;774TS48;SG;;
NAVINFLUOR-EQ;14672;NAVINFLUOR;EQ;;
GOACARBON-BL;14690;GOACARBON;BL;;
840CIFCL28-N4;15374;840CIFCL28;N4;;
766SK33-SG;14274;766SK33;SG;;
BSL-EQ;559;BSL;EQ;;
SFMP50GD-MF;5595;SFMP50GD;MF;;
714AP37-SG;5234;714AP37;SG;;
LAXMICOT-BL;6571;LAXMICOT;BL;;
708IIFCL35-N0;757058;708IIFCL35;N0;;
AONENIFTY-EQ;757096;AONENIFTY;EQ;;
683MN40-SG;757115;683MN40;SG;;
685TS50-SG;757119;685TS50;SG;;
760GFL30-N0;757365;760GFL30;N0;;
665AP33-SG;757427;665AP33;SG;;
705AP39-SG;757434;705AP39;SG;;
627PFCL27-N0;757449;627PFCL27;N0;;
SNXT30BEES-BL;757457;SNXT30BEES;BL;;
9SCL27-N2;757458;9SCL27;N2;;
925SCL2028-N8;757464;925SCL2028;N8;;
865SCL28-N9;757465;865SCL28;N9;;
SCL010825-NB;757467;SCL010825;NB;;
902SCL30-NE;757470;902SCL30;NE;;
945SCL32-NL;757477;945SCL32;NL;;
842HFL27-N0;757485;842HFL27;N0;;
910HFL35-N0;757487;910HFL35;N0;;
995SCL2035-NM;757497;995SCL2035;NM;;
DIGITIDE-EQ;757515;DIGITIDE;EQ;;
BLUSPRING-EQ;757520;BLUSPRING;EQ;;
730SICC28A-N0;757595;730SICC28A;N0;;
945SCL29-N0;757612;945SCL29;N0;;
ATHERENERG-EQ;757645;ATHERENERG;EQ;;
715MP43A-SG;757653;715MP43A;SG;;
713TS55-SG;757656;713TS55;SG;;
SILKY-SM;757679;SILKY;SM;;
950ISF27C-N0;757708;950ISF27C;N0;;
71MN40-SG;757712;71MN40;SG;;
711WB44-SG;757713;711WB44;SG;;
706HR39-SG;757751;706HR39;SG;;
PICCADIL-EQ;757754;PICCADIL;EQ;;
750TCSL28-N0;757759;750TCSL28;N0;;
SAMBHV-BL;757770;SAMBHV;BL;;
GROWWNET-EQ;757814;GROWWNET;EQ;;
MOMIDMTM-EQ;757817;MOMIDMTM;EQ;;
CRIZAC-EQ;757850;CRIZAC;EQ;;
915AEL28-NC;757872;915AEL28;NC;;
718SFL28-N0;757900;718SFL28;N0;;
680GJ34-SG;757910;680GJ34;SG;;
686UP33-SG;757932;686UP33;SG;;
QUALITY30-BL;757948;QUALITY30;BL;;
EUROBOND-EQ;757953;EUROBOND;EQ;;
SMARTWORKS-BL;757968;SMARTWORKS;BL;;
71ABHFL27-N0;757995;71ABHFL27;N0;;
768GSGL28-N0;758007;768GSGL28;N0;;
768GSGL28A-N0;758009;768GSGL28A;N0;;
JSLL-EQ;758115;JSLL;EQ;;
721TS47-SG;758123;721TS47;SG;;
714SDIL32-N0;758161;714SDIL32;N0;;
8IHFL27-N0;758163;8IHFL27;N0;;
BLUEWATER-SM;758182;BLUEWATER;SM;;
719TS49-SG;758196;719TS49;SG;;
716MH55-SG;758199;716MH55;SG;;
637RECL27-N0;758294;637RECL27;N0;;
743BR55-SG;758410;743BR55;SG;;
364D130826-TB;758414;364D130826;TB;;
SSFLPP-E1;758420;SSFLPP;E1;;
640NHPCL27-N0;758440;640NHPCL27;N0;;
SBILIQETF-BL;758498;SBILIQETF;BL;;
118VCCL27A-N0;758533;118VCCL27A;N0;;
709TN35A-SG;758584;709TN35A;SG;;
EFCIL-EQ;758675;EFCIL;EQ;;
LTGILTCASE-EQ;758705;LTGILTCASE;EQ;;
752HR39-SG;758720;752HR39;SG;;
757MP45-SG;758725;757MP45;SG;;
364D280826-TB;758731;364D280826;TB;;
SHIVASHRIT-SM;758744;SHIVASHRIT;SM;;
723RJ35-SG;758820;723RJ35;SG;;
880MOF27-N0;758824;880MOF27;N0;;
747HR40-SG;758850;747HR40;SG;;
697PN31-SG;5419;697PN31;SG;;
96IIFL28-N5;5214;96IIFL28;N5;;
698HR31-SG;5229;698HR31;SG;;
698TN31A-SG;5230;698TN31A;SG;;
70WB31-SG;5231;70WB31;SG;;
DNAMEDIA-BL;644;DNAMEDIA;BL;;
CONSUMIETF-BL;6456;CONSUMIETF;BL;;
706JK33-SG;6484;706JK33;SG;;
708AP35-SG;6485;708AP35;SG;;
708AP40-SG;6487;708AP40;SG;;
IRIS-BL;6503;IRIS;BL;;
692RJ31-SG;6557;692RJ31;SG;;
714PN36-SG;7544;714PN36;SG;;
714AP41B-SG;7550;714AP41B;SG;;
995ISF28A-N0;755875;995ISF28A;N0;;
850TIAPL28-N0;755930;850TIAPL28;N0;;
8ABCL26-N2;755941;8ABCL26;N2;;
ABCL26-N3;755942;ABCL26;N3;;
791ABCL34-N7;755946;791ABCL34;N7;;
79413ABC28-N8;755947;79413ABC28;N8;;
797ABCL28-N9;755948;797ABCL28;N9;;
812ABCL28-NG;755955;812ABCL28;NG;;
816ABCL29-NH;755956;816ABCL29;NH;;
1015UCL27-NF;756000;1015UCL27;NF;;
1025UCL27A-NG;756002;1025UCL27A;NG;;
727SHFL27-N0;756006;727SHFL27;N0;;
735SFL27-N0;756008;735SFL27;N0;;
CIFL-EQ;756015;CIFL;EQ;;
815ANN30-N0;756027;815ANN30;N0;;
815ANN29-N0;756033;815ANN29;N0;;
676MH37-SG;756062;676MH37;SG;;
672MH38-SG;756063;672MH38;SG;;
679TS52-SG;756105;679TS52;SG;;
IIFL21425-NY;756142;IIFL21425;NY;;
SILVER360-BL;756152;SILVER360;BL;;
1025IIFL30-Y3;756154;1025IIFL30;Y3;;
865HHFL30-N0;756163;865HHFL30;N0;;
995ISF28-N0;756167;995ISF28;N0;;
770SHFL27-N0;756171;770SHFL27;N0;;
NPST-BL;756327;NPST;BL;;
815GHFL35-N0;756329;815GHFL35;N0;;
832HHFL27A-N0;756716;832HHFL27A;N0;;
694PGCIL35-N0;756743;694PGCIL35;N0;;
664PFCL30-N0;756765;664PFCL30;N0;;
711WB47-SG;756789;711WB47;SG;;
364D180626-TB;756801;364D180626;TB;;
67HR39-SG;756813;67HR39;SG;;
690LICH27-N0;756852;690LICH27;N0;;
679AS45-SG;756867;679AS45;SG;;
ENRIN-EQ;756871;ENRIN;EQ;;
686NHPCL34-N0;756886;686NHPCL34;N0;;
685AP41-SG;756913;685AP41;SG;;
SOLARAPP1-BL;756941;SOLARAPP1;BL;;
THELEELA-EQ;757014;THELEELA;EQ;;
ACCPL-SM;757021;ACCPL;SM;;
664HR36-SG;757034;664HR36;SG;;
668HR38-SG;757035;668HR38;SG;;
684JK42-SG;757037;684JK42;SG;;
BAJAJHCARE-BL;6865;BAJAJHCARE;BL;;
687KA31-SG;6887;687KA31;SG;;
VARDMNPOLY-BE;6893;VARDMNPOLY;BE;;
GANECOS-EQ;6944;GANECOS;EQ;;
GOCOLORS-EQ;6964;GOCOLORS;EQ;;
683KA31-SG;6988;683KA31;SG;;
NGIL-EQ;5401;NGIL;EQ;;
NGIL-BL;5405;NGIL;BL;;
STYLAMIND-BL;5189;STYLAMIND;BL;;
ANTGRAPHIC-EQ;5194;ANTGRAPHIC;EQ;;
696RJ31-SG;6327;696RJ31;SG;;
MIDQ50ADD-BL;7471;MIDQ50ADD;BL;;
ZENTEC-EQ;7508;ZENTEC;EQ;;
696PY30-SG;7511;696PY30;SG;;
684TS40-SG;68;684TS40;SG;;
LATENTVIEW-EQ;6818;LATENTVIEW;EQ;;
LATENTVIEW-BL;6823;LATENTVIEW;BL;;
CLEAN-EQ;5049;CLEAN;EQ;;
685WB31-SG;5566;685WB31;SG;;
702ML41-SG;5570;702ML41;SG;;
AAVAS-EQ;5385;AAVAS;EQ;;
SBIETFCON-EQ;5168;SBIETFCON;EQ;;
697TN31A-SG;5173;697TN31A;SG;;
SFMP50DR-MF;5593;SFMP50DR;MF;;
ABREL-EQ;625;ABREL;EQ;;
694TS50A-SG;630;694TS50A;SG;;
APOLSINHOT-EQ;6302;APOLSINHOT;EQ;;
HEALTHY-BL;6303;HEALTHY;BL;;
DATAPATTNS-BL;7370;DATAPATTNS;BL;;
SUPRIYA-BL;7395;SUPRIYA;BL;;
ALPHA-BL;7415;ALPHA;BL;;
MONQ50-EQ;7422;MONQ50;EQ;;
HECPROJECT-EQ;7425;HECPROJECT;EQ;;
682BR28-SG;5026;682BR28;SG;;
70MP31-SG;5034;70MP31;SG;;
695MH31-SG;5035;695MH31;SG;;
70UK31-SG;5040;70UK31;SG;;
685BR30-SG;5556;685BR30;SG;;
688GA31-SG;5557;688GA31;SG;;
DEVYANI-BL;5379;DEVYANI;BL;;
JAICORPLTD-EQ;5143;JAICORPLTD;EQ;;
66RJ30A-SG;611;66RJ30A;SG;;
ARTNIRMAN-EQ;6156;ARTNIRMAN;EQ;;
662UK30-SG;617;662UK30;SG;;
842IIFL26-NL;6197;842IIFL26;NL;;
708KA34A-SG;6212;708KA34A;SG;;
ABSLNN50ET-EQ;7339;ABSLNN50ET;EQ;;
SJS-BL;6650;SJS;BL;;
POLICYBZR-EQ;6656;POLICYBZR;EQ;;
709TS34-SG;5343;709TS34;SG;;
645MH27-SG;599;645MH27;SG;;
ATGL-BL;6071;ATGL;BL;;
MAPMYINDIA-BL;7238;MAPMYINDIA;BL;;
698BR30-SG;6478;698BR30;SG;;
70WB31A-SG;6482;70WB31A;SG;;
NYKAA-EQ;6545;NYKAA;EQ;;
NYKAA-BL;6553;NYKAA;BL;;
693UP31-SG;6558;693UP31;SG;;
GENUSPAPER-EQ;6600;GENUSPAPER;EQ;;
JAIPURKURT-BL;5520;JAIPURKURT;BL;;
ETERNAL-BL;5102;ETERNAL;BL;;
850SCL25A-NW;5863;850SCL25A;NW;;
596PY26-SG;5880;596PY26;SG;;
699TR36-SG;5892;699TR36;SG;;
693TS37-SG;5896;693TS37;SG;;
683TN31A-SG;7156;683TN31A;SG;;
665KA30-SG;72;665KA30;SG;;
JETFREIGHT-EQ;7211;JETFREIGHT;EQ;;
SBIETFQLTY-EQ;7218;SBIETFQLTY;EQ;;
IGARASHI-EQ;634;IGARASHI;EQ;;
702AP36-SG;6351;702AP36;SG;;
MANORG-BL;6426;MANORG;BL;;
PARIN-SM;5460;PARIN;SM;;
699WB31-SG;5470;699WB31;SG;;
697KL31-SG;5474;697KL31;SG;;
PRITIKAUTO-BL;5295;PRITIKAUTO;BL;;
SHEMAROO-EQ;5068;SHEMAROO;EQ;;
PULZ-SM;507;PULZ;SM;;
AXISCETF-BL;5734;AXISCETF;BL;;
LIKHITHA-BL;582;LIKHITHA;BL;;
BANKNIFTY1-BL;5852;BANKNIFTY1;BL;;
STARHEALTH-EQ;7083;STARHEALTH;EQ;;
STARHEALTH-BL;7089;STARHEALTH;BL;;
SEJALLTD-BL;7092;SEJALLTD;BL;;
TEGA-EQ;7105;TEGA;EQ;;
ZODIAC-EQ;7129;ZODIAC;EQ;;
759GS2029-GS;7130;759GS2029;GS;;
699AS31-SG;6330;699AS31;SG;;
743AP31-SG;15264;743AP31;SG;;
747AP37-SG;15267;747AP37;SG;;
ATALREAL-EQ;15649;ATALREAL;EQ;;
ASIANTILES-EQ;14889;ASIANTILES;EQ;;
SGBSEP28VI-GB;149;SGBSEP28VI;GB;;
REDINGTON-BL;14257;REDINGTON;BL;;
PGIL-EQ;14260;PGIL;EQ;;
766GJ30-SG;14269;766GJ30;SG;;
768BR33-SG;14271;768BR33;SG;;
GOLDETF-EQ;14286;GOLDETF;EQ;;
ALPHAGEO-EQ;14597;ALPHAGEO;EQ;;
SANCO-BZ;14630;SANCO;BZ;;
REPL-EQ;1480;REPL;EQ;;
ABSLFTUJRG-MF;14802;ABSLFTUJRG;MF;;
SRIVASAVI-SM;14411;SRIVASAVI;SM;;
PAGEIND-EQ;14413;PAGEIND;EQ;;
ASTRAL-BL;14420;ASTRAL;BL;;
671WB40-SG;1443;671WB40;SG;;
NAHARSPING-EQ;14440;NAHARSPING;EQ;;
PATINTLOG-BL;15222;PATINTLOG;BL;;
UJJIVANSFB-EQ;15228;UJJIVANSFB;EQ;;
AMBIKCO-BL;15237;AMBIKCO;BL;;
GOLD1-EQ;14858;GOLD1;EQ;;
USK-BL;14880;USK;BL;;
EDELWEISS-EQ;15119;EDELWEISS;EQ;;
APOLLOPIPE-BL;14363;APOLLOPIPE;BL;;
764IRFC31-NO;15168;764IRFC31;NO;;
737AP43-SG;15578;737AP43;SG;;
775CG31-SG;14816;775CG31;SG;;
775NL33-SG;14821;775NL33;SG;;
VIPCLOTHNG-EQ;14843;VIPCLOTHNG;EQ;;
HDFCMID150-EQ;14236;HDFCMID150;EQ;;
HDFCMID150-BL;14238;HDFCMID150;BL;;
TVSSRICHAK-BL;14248;TVSSRICHAK;BL;;
767TN53-SG;14564;767TN53;SG;;
HFMPM23DQD-MF;14733;HFMPM23DQD;MF;;
ACCURACY-BL;1474;ACCURACY;BL;;
AXSENSEX-BL;14744;AXSENSEX;BL;;
WINSOME-BZ;14757;WINSOME;BZ;;
PDMJEPAPER-BL;15405;PDMJEPAPER;BL;;
NESCO-EQ;15409;NESCO;EQ;;
ACL-BL;15421;ACL;BL;;
DPSCLTD-BL;15422;DPSCLTD;BL;;
TTL-BE;14318;TTL;BE;;
TFL-EQ;14319;TFL;EQ;;
SMSPHARMA-EQ;14329;SMSPHARMA;EQ;;
HDFC2638RD-MF;14330;HDFC2638RD;MF;;
HDFC2638DQ-MF;14336;HDFC2638DQ;MF;;
GANESHHOU-BL;14342;GANESHHOU;BL;;
739HR31-SG;15500;739HR31;SG;;
74AS33-SG;15508;74AS33;SG;;
NELCAST-BL;14763;NELCAST;BL;;
V2RETAIL-BL;14768;V2RETAIL;BL;;
SIGMAADV-BE;14797;SIGMAADV;BE;;
PSUBANK-BL;15062;PSUBANK;BL;;
AVALON-BL;15065;AVALON;BL;;
762PN38-SG;15100;762PN38;SG;;
AVG-BL;15640;AVG;BL;;
MANKIND-BL;15386;MANKIND;BL;;
VIYASH-EQ;14296;VIYASH;EQ;;
INDIANB-EQ;14309;INDIANB;EQ;;
OSWALSEEDS-BL;14312;OSWALSEEDS;BL;;
NAGREEKCAP-BL;14945;NAGREEKCAP;BL;;
MOTILALOFS-EQ;14947;MOTILALOFS;EQ;;
RKEC-EQ;1547;RKEC;EQ;;
971SCL28-AN;14718;971SCL28;AN;;
LRRPL-SM;14204;LRRPL;SM;;
BALAMINES-EQ;14501;BALAMINES;EQ;;
654KA30-SG;1453;654KA30;SG;;
769MH31-SG;14531;769MH31;SG;;
BIRLANU-EQ;1455;BIRLANU;EQ;;
925SCL28-AM;14714;925SCL28;AM;;
747WB43-SG;15320;747WB43;SG;;
UJJIVANSFB-BL;15327;UJJIVANSFB;BL;;
GSS-EQ;15347;GSS;EQ;;
SADHNANIQ-BL;15348;SADHNANIQ;BL;;
HDFCSML250-BL;14235;HDFCSML250;BL;;
765HR33A-SG;14272;765HR33A;SG;;
ELECTHERM-BL;14901;ELECTHERM;BL;;
SAHYADRI-BL;14905;SAHYADRI;BL;;
KPRMILL-EQ;14912;KPRMILL;EQ;;
KPRMILL-BL;14915;KPRMILL;BL;;
RACE-EQ;15391;RACE;EQ;;
EIHAHOTELS-EQ;15399;EIHAHOTELS;EQ;;
NESCO-BL;15412;NESCO;BL;;
NAGREEKEXP-EQ;14702;NAGREEKEXP;EQ;;
749MH30-SG;15015;749MH30;SG;;
MANKIND-EQ;15380;MANKIND;EQ;;
RACE-BL;15400;RACE;BL;;
RKEC-BL;1559;RKEC;BL;;
KNRCON-EQ;15283;KNRCON;EQ;;
CTE-BL;14220;CTE;BL;;
IMC1-N2;14224;IMC1;N2;;
ASIANTILES-BL;14892;ASIANTILES;BL;;
SHALPAINTS-BL;15345;SHALPAINTS;BL;;
RECLTD-BL;15353;RECLTD;BL;;
772MH32-SG;14639;772MH32;SG;;
778TS34-SG;14647;778TS34;SG;;
774WB41-SG;14655;774WB41;SG;;
KSCL-BL;14975;KSCL;BL;;
POWERGRID-BL;14980;POWERGRID;BL;;
CENTUM-EQ;14982;CENTUM;EQ;;
774PN39-SG;14653;774PN39;SG;;
774WB43-SG;14658;774WB43;SG;;
KMSUGAR-EQ;14667;KMSUGAR;EQ;;
KMSUGAR-BL;14670;KMSUGAR;BL;;
NAVINFLUOR-BL;14675;NAVINFLUOR;BL;;
BIRLAMONEY-EQ;15239;BIRLAMONEY;EQ;;
957SFIL28-NW;15245;957SFIL28;NW;;
KAVDEFENCE-BE;15248;KAVDEFENCE;BE;;
DECCANCE-EQ;14838;DECCANCE;EQ;;
DECCANCE-BL;14841;DECCANCE;BL;;
784RJ41-SG;14845;784RJ41;SG;;
OMAXE-EQ;14853;OMAXE;EQ;;
783RJ50-SG;14854;783RJ50;SG;;
776KL51-SG;14855;776KL51;SG;;
668MZ31-SG;1430;668MZ31;SG;;
SHIVAMILLS-EQ;1497;SHIVAMILLS;EQ;;
710GR2028-GS;14971;710GR2028;GS;;
VIRINCHI-EQ;15295;VIRINCHI;EQ;;
745RJ33-SG;15309;745RJ33;SG;;
IRB-BL;15316;IRB;BL;;
747PN43-SG;15319;747PN43;SG;;
746KL48-SG;15324;746KL48;SG;;
QGOLDHALF-EQ;15330;QGOLDHALF;EQ;;
WEBELSOLAR-BL;14605;WEBELSOLAR;BL;;
TGBHOTELS-BL;14609;TGBHOTELS;BL;;
HILTON-EQ;14627;HILTON;EQ;;
RBA-EQ;1494;RBA;EQ;;
MAGNUM-EQ;14957;MAGNUM;EQ;;
NMDC-BL;15335;NMDC;BL;;
NAHARCAP-BL;15358;NAHARCAP;BL;;
VGUARD-BL;15365;VGUARD;BL;;
739TN33-SG;15503;739TN33;SG;;
ECLERX-EQ;15179;ECLERX;EQ;;
MANAKSIA-EQ;15199;MANAKSIA;EQ;;
739AP33-SG;15526;739AP33;SG;;
883GS2041-GS;7013;883GS2041;GS;;
833GS2026-GS;7019;833GS2026;GS;;
LAGNAM-EQ;5865;LAGNAM;EQ;;
LAGNAM-BL;5868;LAGNAM;BL;;
623RJ27-SG;5877;623RJ27;SG;;
PRECOT-BE;5884;PRECOT;BE;;
707TN38-SG;7318;707TN38;SG;;
574GS2026-GS;6695;574GS2026;GS;;
HAPPSTMNDS-BL;57;HAPPSTMNDS;BL;;
SHREMINVIT-IV;5718;SHREMINVIT;IV;;
SHREMINVIT-BL;5726;SHREMINVIT;BL;;
686AP35-SG;5736;686AP35;SG;;
687AP40-SG;5741;687AP40;SG;;
CYIENT-EQ;5748;CYIENT;EQ;;
SANSERA-EQ;5751;SANSERA;EQ;;
SANSERA-BL;5763;SANSERA;BL;;
74BR35-SG;760092;74BR35;SG;;
735AP36-SG;760095;735AP36;SG;;
736UP36-SG;760096;736UP36;SG;;
GLOTTIS-EQ;760116;GLOTTIS;EQ;;
CSSL-SM;760143;CSSL;SM;;
866CIFCL33-N0;760155;866CIFCL33;N0;;
735SPRL28-N0;760159;735SPRL28;N0;;
182D270826-TB;760165;182D270826;TB;;
875AOL27-N0;760172;875AOL27;N0;;
MOBILISE-SM;760196;MOBILISE;SM;;
76825AIFL2-N0;760209;76825AIFL2;N0;;
VIDYAWIRES-BL;760227;VIDYAWIRES;BL;;
769HP46-SG;760239;769HP46;SG;;
75MP36-SG;760270;75MP36;SG;;
724UP33-SG;760276;724UP33;SG;;
MODINATUR-EQ;760277;MODINATUR;EQ;;
AAFS30B-N0;760282;AAFS30B;N0;;
CMSINFO-EQ;7603;CMSINFO;EQ;;
LEMERITE-BL;760303;LEMERITE;BL;;
734GA35-SG;760340;734GA35;SG;;
PARKHOSPS-EQ;760351;PARKHOSPS;EQ;;
915APSBC32-N0;760374;915APSBC32;N0;;
751UP39-SG;760384;751UP39;SG;;
RUDRA-EQ;760392;RUDRA;EQ;;
752AP37-SG;760441;752AP37;SG;;
756HP40A-SG;760446;756HP40A;SG;;
TWCGOLDETF-EQ;760482;TWCGOLDETF;EQ;;
764UK32-SG;760505;764UK32;SG;;
752KA37-SG;760514;752KA37;SG;;
762WB41-SG;760516;762WB41;SG;;
76JK45-SG;760520;76JK45;SG;;
759TS48-SG;760522;759TS48;SG;;
729NHPC39-N0;760547;729NHPC39;N0;;
75TN37-SG;760569;75TN37;SG;;
759MP38A-SG;760570;759MP38A;SG;;
885NACL28-N0;760577;885NACL28;N0;;
759CG46-SG;760587;759CG46;SG;;
182D090726-TB;760592;182D090726;TB;;
NEXT50ADD-EQ;760599;NEXT50ADD;EQ;;
769WB49-SG;760608;769WB49;SG;;
765TS55-SG;760611;765TS55;SG;;
734OR33-SG;760616;734OR33;SG;;
764KL39-SG;760636;764KL39;SG;;
757HR40-SG;760637;757HR40;SG;;
1225IFL28-N0;760656;1225IFL28;N0;;
725KA32-SG;760663;725KA32;SG;;
763WB46-SG;760680;763WB46;SG;;
761TS52-SG;760682;761TS52;SG;;
KRISHPP-BL;760690;KRISHPP;BL;;
751UK35-SG;760773;751UK35;SG;;
749OR36-SG;760774;749OR36;SG;;
759OR46-SG;760777;759OR46;SG;;
364D210127-TB;760780;364D210127;TB;;
